word,type_word,level,uk_mp3,uk_ogg,us_mp3,us_ogg
acre,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/acr/acre_/acre__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/acr/acre_/acre__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/acr/acre_/acre__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/acr/acre_/acre__us_1.ogg
across,adverb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/acr/acros/across__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/acr/acros/across__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/acr/acros/across__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/acr/acros/across__us_1.ogg
across,preposition,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/acr/acros/across__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/acr/acros/across__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/acr/acros/across__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/acr/acros/across__us_1.ogg
act,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/act__/act__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/act/act__/act__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/act__/act__us_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/act/act__/act__us_2.ogg
act,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/act__/act__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/act/act__/act__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/act__/act__us_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/act/act__/act__us_2.ogg
action,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/actio/action__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/act/actio/action__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/actio/action__us_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/act/actio/action__us_2.ogg
activate,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/activ/activate__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/act/activ/activate__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/activ/activate__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/act/activ/activate__us_1.ogg
activation,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/activ/activation__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/act/activ/activation__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/activ/activation__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/act/activ/activation__us_1.ogg
active,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/activ/active__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/act/activ/active__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/activ/active__us_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/act/activ/active__us_2.ogg
activist,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/activ/activist__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/act/activ/activist__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/activ/activist__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/act/activ/activist__us_1.ogg
activity,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/activ/activity__gb_5.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/act/activ/activity__gb_5.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/activ/activity__us_4.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/act/activ/activity__us_4.ogg
actor,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/actor/actor__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/act/actor/actor__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/actor/actor__us_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/act/actor/actor__us_2.ogg
actress,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/actre/actress__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/act/actre/actress__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/actre/actress__us_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/act/actre/actress__us_2.ogg
actual,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/actua/actual__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/act/actua/actual__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/actua/actual__us_1_rr.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/act/actua/actual__us_1_rr.ogg
actually,adverb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/actua/actually__gb_5.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/act/actua/actually__gb_5.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/actua/actually__us_1_rr.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/act/actua/actually__us_1_rr.ogg
acute,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/acu/acute/acute__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/acu/acute/acute__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/acu/acute/acute__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/acu/acute/acute__us_1.ogg
ad,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ad_/ad__g/ad__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ad_/ad__g/ad__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/ad_/ad__u/ad__us_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ad_/ad__u/ad__us_2.ogg
adapt,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ada/adapt/adapt__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ada/adapt/adapt__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/ada/adapt/adapt__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ada/adapt/adapt__us_1.ogg
adaptation,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ada/adapt/adaptation__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ada/adapt/adaptation__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/ada/adapt/adaptation__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ada/adapt/adaptation__us_1.ogg
add,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/add/add__/add__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/add/add__/add__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/add/add__/add__us_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/add/add__/add__us_2.ogg
addiction,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/add/addic/addiction__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/add/addic/addiction__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/add/addic/addiction__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/add/addic/addiction__us_1.ogg
addition,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/add/addit/addition__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/add/addit/addition__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/add/addit/addition__us_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/add/addit/addition__us_2.ogg
additional,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/add/addit/additional__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/add/addit/additional__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/add/addit/additional__us_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/add/addit/additional__us_3.ogg
additionally,adverb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/add/addit/additionally__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/add/addit/additionally__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/add/addit/additionally__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/add/addit/additionally__us_1.ogg
address,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/add/addre/address__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/add/addre/address__gb_3.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/add/addre/address__us_2_rr.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/add/addre/address__us_2_rr.ogg
address,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/add/addre/address__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/add/addre/address__gb_3.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/add/addre/address__us_2_rr.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/add/addre/address__us_2_rr.ogg
adequate,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ade/adequ/adequate__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ade/adequ/adequate__gb_3.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/ade/adequ/adequate__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ade/adequ/adequate__us_1.ogg
adequately,adverb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ade/adequ/adequately__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ade/adequ/adequately__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/ade/adequ/adequately__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ade/adequ/adequately__us_1.ogg
adhere,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/adh/adher/adhere__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adh/adher/adhere__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/adh/adher/adhere__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adh/adher/adhere__us_1.ogg
adjacent,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/adj/adjac/adjacent__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adj/adjac/adjacent__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/adj/adjac/adjacent__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adj/adjac/adjacent__us_1.ogg
adjust,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/adj/adjus/adjust__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adj/adjus/adjust__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/adj/adjus/adjust__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adj/adjus/adjust__us_1.ogg
adjustment,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/adj/adjus/adjustment__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adj/adjus/adjustment__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/adj/adjus/adjustment__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adj/adjus/adjustment__us_1.ogg
administer,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/adm/admin/administer__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adm/admin/administer__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/adm/admin/administer__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adm/admin/administer__us_1.ogg
administration,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/adm/admin/administration__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adm/admin/administration__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/adm/admin/administration__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adm/admin/administration__us_1.ogg
administrative,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/adm/admin/administrative__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adm/admin/administrative__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/adm/admin/administrative__us_1_rr.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adm/admin/administrative__us_1_rr.ogg
administrator,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/adm/admin/administrator__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adm/admin/administrator__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/adm/admin/administrator__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adm/admin/administrator__us_1.ogg
admire,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/adm/admir/admire__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adm/admir/admire__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/adm/admir/admire__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adm/admir/admire__us_1.ogg
admission,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/adm/admis/admission__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adm/admis/admission__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/adm/admis/admission__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adm/admis/admission__us_1.ogg
admit,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/adm/admit/admit__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adm/admit/admit__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/adm/admit/admit__us_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adm/admit/admit__us_2.ogg
adolescent,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ado/adole/adolescent__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ado/adole/adolescent__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/ado/adole/adolescent__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ado/adole/adolescent__us_1.ogg
adopt,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ado/adopt/adopt__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ado/adopt/adopt__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/ado/adopt/adopt__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ado/adopt/adopt__us_1.ogg
adoption,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ado/adopt/adoption__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ado/adopt/adoption__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/ado/adopt/adoption__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ado/adopt/adoption__us_1.ogg
adult,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/adu/adult/adult__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adu/adult/adult__gb_3.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/adu/adult/adult__us_2_rr.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adu/adult/adult__us_2_rr.ogg
adult,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/adu/adult/adult__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adu/adult/adult__gb_3.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/adu/adult/adult__us_2_rr.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adu/adult/adult__us_2_rr.ogg
advance,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/adv/advan/advance__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adv/advan/advance__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/adv/advan/advance__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adv/advan/advance__us_1.ogg
advance,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/adv/advan/advance__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adv/advan/advance__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/adv/advan/advance__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adv/advan/advance__us_1.ogg
advance,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/adv/advan/advance__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adv/advan/advance__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/adv/advan/advance__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adv/advan/advance__us_1.ogg
